194, 200, 0
299, 244, 0
269, 329, 0
292, 55, 1
211, 63, 0
123, 311, 0
212, 90, 0
292, 169, 0
359, 177, 1
354, 95, 1
101, 47, 1
95, 79, 0
95, 287, 0
294, 126, 0
81, 267, 1
330, 78, 1
202, 165, 0
225, 178, 0
266, 272, 0
351, 326, 0
180, 62, 0
102, 178, 0
151, 101, 0
343, 145, 0
205, 312, 0
74, 193, 0
221, 56, 0
89, 89, 0
242, 172, 0
59, 138, 0
83, 179, 0
223, 88, 0
297, 234, 0
147, 351, 1
226, 320, 0
358, 338, 1
321, 172, 0
54, 122, 1
263, 165, 0
126, 341, 1
64, 132, 0
264, 306, 0
72, 202, 0
98, 49, 1
238, 67, 0
310, 303, 0
277, 281, 0
222, 318, 0
357, 169, 0
123, 225, 0
